date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:26	5825/5825	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:06:00%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.18.1	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min110d.js	(from https://www.studiowebsite.com.br/)
00:20:27	25143/25143	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:05:59%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.18.1	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min110d.js	(from https://www.studiowebsite.com.br/)
00:20:27	38132/38132	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Dec%202023%2021:05:58%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.18.1	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min110d.js	(from https://www.studiowebsite.com.br/)
00:20:28	431/431	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Apr%202024%2012:34:02%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/img/letter-x.svg	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/img/letter-x.svg	(from https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?ver=2.6.5)
00:20:28	128/128	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Apr%202024%2012:32:34%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/elementor/assets//mask-shapes/circle.svg	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/elementor/assets/mask-shapes/circle.svg	(from https://www.studiowebsite.com.br/wp-content/uploads/elementor/css/post-106.css?ver=1714990396)
00:20:30	1108005/1108005	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2027%20Apr%202024%2012:33:55%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.eot?bv8d8l	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.eot	(from https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.5)
00:20:30	401140/401140	---MC-	200	added ('OK')	font/woff2	date:Sat,%2027%20Apr%202024%2012:34:02%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.woff2?bv8d8l	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.woff2	(from https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.5)
00:20:31	507320/507320	---MC-	200	added ('OK')	font/woff	date:Sat,%2027%20Apr%202024%2012:34:01%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.woff?bv8d8l	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.woff	(from https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.5)
00:20:32	892000/892000	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2027%20Apr%202024%2012:34:01%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.ttf?bv8d8l	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.ttf	(from https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.5)
00:20:33	2733431/2733431	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2027%20Apr%202024%2012:34:00%20GMT	https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.svg?bv8d8l	C:/My%20Web%20Sites/Allsurge%20Sites/www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon7107.svg	(from https://www.studiowebsite.com.br/wp-content/plugins/jeg-elementor-kit/assets/fonts/jkiticon/jkiticon.css?ver=2.6.5)
